Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
rover range,40,40,110,51,0.91,https://www.grange.co.uk/land-rover/used-cars/land-rover,0,0,0.00,0.88,301000000,"[1,0,0,1,1,1,1,2,1,1,0,0]",2025-09-04,"Local pack, Image pack, Sitelinks, Video, Image, Find results on, Related searches",commercial,Organic
rover range,20,20,110,51,0.91,https://www.grange.co.uk/land-rover,0,0,0.00,0.88,301000000,"[1,0,0,1,1,1,1,2,1,1,0,0]",2025-09-04,"Local pack, Image pack, Sitelinks, Video, Image, Find results on, Related searches",commercial,Organic
range rover soort,29,29,110,33,1.05,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-sport,0,0,0.00,1,188000000,"[52,52,66,52,52,52,19,52,52,52,9,100]",2025-10-19,"Knowledge panel, Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",commercial,Organic
range rover soort,19,19,110,33,1.05,https://www.grange.co.uk/land-rover/new-cars/range-rover-sport,0,0,0.00,1,188000000,"[52,52,66,52,52,52,19,52,52,52,9,100]",2025-10-19,"Knowledge panel, Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",commercial,Organic
land rover cambridge uk,94,94,110,22,0.83,https://www.grange.co.uk/land-rover,0,0,0.00,1,10,"[52,64,41,64,100,82,64,64,64,52,64,64]",2025-11-09,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
land rover cambridge uk,89,89,110,22,0.83,https://www.grange.co.uk/land-rover,0,0,0.00,1,10,"[52,64,41,64,100,82,64,64,64,52,64,64]",2025-11-09,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
jaguar car coupe,48,48,110,30,0.15,https://www.grange.co.uk/jaguar/used-cars/jaguar/f-type-coupe,0,0,0.00,0.8,61000000,"[34,43,21,65,81,53,21,6,15,100,6,0]",2025-08-20,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
parks land rover used cars,20,20,110,28,0.56,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-hatfield,0,0,0.00,0.66,1580000,"[52,52,52,42,80,66,80,33,66,52,14,9]",2025-11-01,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
discovery car range,57,57,110,28,1.35,https://www.grange.co.uk/land-rover/used-cars/land-rover/discovery,0,0,0.00,0.94,276000000,"[52,52,82,64,52,52,64,41,52,64,100,82]",2025-08-15,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview","informational, transactional",Organic
discovery car range,35,35,110,28,1.35,https://www.grange.co.uk/land-rover/new-cars/discovery-sport,0,0,0.00,0.94,276000000,"[52,52,82,64,52,52,64,41,52,64,100,82]",2025-08-15,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview","informational, transactional",Organic
mirage mitsubishi,39,39,110,29,0.04,https://www.grange.co.uk/used-cars/mitsubishi/mirage,0,0,0.00,0.9,26800000,"[3,4,2,3,4,7,7,4,5,5,8,7]",2025-11-09,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
vantage f1 edition,23,23,110,17,0.00,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vantage-f1-edition,0,0,0.00,0.53,50400000,"[18,18,15,18,15,18,11,15,18,18,18,23]",2025-09-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
vantage f1 edition,13,13,110,17,0.00,https://www.grange.co.uk/aston-martin/new-cars/vantage/f1-edition-roadster,0,0,0.00,0.53,50400000,"[18,18,15,18,15,18,11,15,18,18,18,23]",2025-09-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Image pack
lambourginhi,23,23,110,61,1.16,https://www.grange.co.uk/lamborghini/heritage,0,0,0.00,0.64,228000000,"[0,0,0,0,100,0,0,0,0,0,0,0]",2025-09-08,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
aston martin dbx 707 price uk,16,16,110,17,0.40,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/dbx,0,0,0.00,0.88,99,"[28,28,28,35,28,17,43,28,23,28,43,28]",2025-08-25,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",transactional,Organic
gatwick car sales,53,53,110,21,0.21,https://www.grange.co.uk/used-cars/doves-gatwick,0,0,0.00,0.77,3170000,"[19,19,15,15,10,7,15,10,12,10,10,10]",2025-08-30,"Local pack, Sitelinks, Find results on, Related searches","commercial, navigational",Organic
toyota aryo,74,74,110,34,0.41,https://www.grange.co.uk/used-cars/toyota/aygo,0,0,0.00,0.96,101000,"[0,0,0,0,1,0,100,0,0,0,0,0]",2025-09-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
mclaren bicycle,25,25,110,22,0.00,https://www.grange.co.uk/mclaren/news/news-mclaren-bike,0,0,0.00,1,3910000,"[15,23,15,18,18,8,8,23,44,5,8,28]",2025-08-28,"Image pack, Sitelinks, Video, Shopping ads, People also ask, Popular products, Related searches",navigational,Organic
sn3 3ra,7,7,110,17,0.00,https://careers.grange.co.uk/legal,2,0.01,0.00,0.1,18200,"[34,34,42,53,53,26,26,34,53,42,53,42]",2025-09-06,"Knowledge panel, Image pack, Image, People also ask, Related searches",informational,Organic
convertible f type jaguar,27,27,110,13,0.00,https://www.grange.co.uk/used-cars/jaguar-f-type/convertible,0,0,0.00,0.67,11500000,"[100,82,43,53,28,5,5,5,5,5,5,5]",2025-08-31,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
range rover evo,61,61,110,16,1.62,https://www.grange.co.uk/land-rover/new-car-stock/range-rover-evoque,0,0,0.00,1,31800000,"[6,4,20,8,6,5,10,8,8,0,3,4]",2025-09-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
range rover evo,24,24,110,16,1.62,https://www.grange.co.uk/land-rover/new-cars/range-rover-evoque,0,0,0.00,1,31800000,"[6,4,20,8,6,5,10,8,8,0,3,4]",2025-09-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
range fiat 500,67,67,110,22,0.68,https://www.grange.co.uk/used-cars/fiat/500,0,0,0.00,0.87,38200000,"[66,66,66,52,33,33,42,42,52,42,52,52]",2025-09-05,"Image pack, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
mk17 9py,59,59,110,22,0.00,https://www.grange.co.uk/triumph/find-a-dealer,0,0,0.00,0.09,30900,"[34,53,34,42,34,26,34,34,53,80,65,42]",2025-08-20,"Knowledge panel, Image, Related searches",informational,Organic
mk17 9py,21,21,110,22,0.00,https://www.grange.co.uk/triumph/find-a-dealer/pure-triumph-woburn,0,0,0.00,0.09,30900,"[34,53,34,42,34,26,34,34,53,80,65,42]",2025-08-20,"Knowledge panel, Image, Related searches",informational,Organic
is land rover range rover,44,44,90,46,0.00,https://www.grange.co.uk/land-rover,0,0,0.00,0.5,188000000,"[50,50,50,50,50,50,78,50,100,100,64,64]",2025-09-10,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
is land rover range rover,21,21,90,46,0.00,https://www.grange.co.uk/land-rover/used-cars/land-rover,0,0,0.00,0.5,188000000,"[50,50,50,50,50,50,78,50,100,100,64,64]",2025-09-10,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
price of bentley car,29,29,90,31,1.07,https://www.grange.co.uk/bentley/used-cars/bentley,0,0,0.00,0.87,77400000,"[28,15,12,21,15,53,28,9,6,9,65,43]",2025-08-21,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",transactional,Organic
where are bentleys made,15,15,90,35,1.07,https://www.grange.co.uk/bentley/craftsmanship,0,0,0.00,0.21,1390000,"[6,6,6,6,9,43,12,15,15,43,53,100]",2025-09-03,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
brand new land rover defender price,91,91,90,24,0.25,https://www.grange.co.uk/land-rover/new-car-stock/defender,0,0,0.00,0.96,11300000,"[3,7,0,7,15,34,11,65,19,100,11,100]",2025-09-04,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums","commercial, navigational",Organic
tunbridge wells suzuki,68,68,90,16,1.08,https://www.grange.co.uk/lamborghini/find-a-dealer/lamborghini-tunbridge-wells,0,0,0.00,0.7,154000,"[21,28,50,28,21,78,100,100,78,35,100,100]",2025-09-03,"Knowledge panel, Image pack, Sitelinks, Image, People also ask, Related searches, AI overview",transactional,Organic
tunbridge wells suzuki,57,57,90,16,1.08,https://www.grange.co.uk/bentley/find-a-dealer/bentley-tunbridge-wells,0,0,0.00,0.7,154000,"[21,28,50,28,21,78,100,100,78,35,100,100]",2025-09-03,"Knowledge panel, Image pack, Sitelinks, Image, People also ask, Related searches, AI overview",transactional,Organic
range rover black edition,73,73,90,16,0.55,https://www.grange.co.uk/land-rover/used-cars/land-rover/black,0,0,0.00,0.95,68600000,"[42,34,42,42,34,42,34,42,42,26,34,42]",2025-09-03,"Image pack, Video, Image, Related searches, Discussions and forums",informational,Organic
bentley servicing,11,11,90,24,1.50,https://www.grange.co.uk/bentley/servicing,0,0,0.00,0.42,134000000,"[100,34,53,42,34,19,19,34,26,19,19,15]",2025-09-01,"Local pack, Image, Related searches",commercial,Organic
lamborghini coolest cars,47,47,90,26,0.00,https://www.grange.co.uk/lamborghini/masterpieces,0,0,0.00,0.16,28100000,"[100,78,78,50,28,35,35,50,78,50,100,78]",2025-09-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview","commercial, informational",Organic
subaru crossteck,9,9,90,36,0.55,https://www.grange.co.uk/subaru/new-cars/crosstrek,0,0,0.00,0.84,24200000,"[0,0,0,0,0,100,0,0,0,0,1,0]",2025-08-14,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums","informational, transactional",Organic
fred martin dealership,91,91,90,36,0.55,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-birmingham,0,0,0.00,0.2,626000,"[64,50,50,64,50,35,50,50,50,64,78,100]",2025-09-04,"Knowledge panel, Image pack, Sitelinks, Video, Related searches",navigational,Organic
range rover discover sport,12,12,90,26,1.13,https://www.grange.co.uk/land-rover/used-cars/land-rover/discovery-sport,0,0,0.00,1,30400000,"[3,0,3,0,0,0,53,42,100,65,65,65]",2025-09-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
volkswagen touran used cars,41,41,90,20,0.21,https://www.grange.co.uk/land-rover/used-cars/volkswagen/touran?branch=land-rover-swindon,0,0,0.00,0.93,3890000,"[29,5,23,29,82,29,64,100,29,100,52,100]",2025-08-26,"Image pack, Image, Related searches",informational,Organic
price of the new range rover,76,76,90,22,0.45,https://www.grange.co.uk/land-rover/new-cars,0,0,0.00,0.95,83400000,"[23,19,23,23,33,33,33,100,33,100,19,33]",2025-09-04,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums, AI overview",navigational,Organic
price of the new range rover,53,53,90,22,0.45,https://www.grange.co.uk/land-rover/new-cars/range-rover-sport,0,0,0.00,0.95,83400000,"[23,19,23,23,33,33,33,100,33,100,19,33]",2025-09-04,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums, AI overview",navigational,Organic
land rover certified pre owned,78,78,90,26,0.99,https://www.grange.co.uk/land-rover/used-cars/land-rover,0,0,0.00,0.8,15200000,"[64,50,78,64,64,64,78,21,28,64,100,100]",2025-08-25,"Image pack, Image, Ads top, Ads bottom, Related searches, Discussions and forums",informational,Organic
lambo urus price uk,41,41,90,23,0.42,https://www.grange.co.uk/lamborghini/new-cars/urus,0,0,0.00,0.79,96,"[28,21,15,21,15,100,43,15,28,15,12,34]",2025-08-25,"Image pack, Sitelinks, Video, Image, Related searches","navigational, transactional",Organic
lambo urus price uk,4,4,90,23,0.42,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,5,0.02,2.00,0.79,96,"[28,21,15,21,15,100,43,15,28,15,12,34]",2025-08-25,"Image pack, Sitelinks, Video, Image, Related searches","navigational, transactional",Organic
astonmartin cygnet,26,26,90,19,0.24,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/cygnet,0,0,0.00,0.05,923000,"[0,0,0,0,100,0,0,3,1,3,2,1]",2025-08-27,"Image pack, Video, Image, People also ask, Related searches",commercial,Organic
servicing land rover,12,12,90,34,4.73,https://www.grange.co.uk/land-rover/servicing,0,0,0.00,0.69,8280000,"[52,17,11,23,11,17,52,100,82,64,64,82]",2025-09-03,"Local pack, Image pack, Sitelinks, Ads top, Ads bottom, Video Carousel, Related searches, Ads middle",commercial,Organic
lambo truck price,31,31,90,35,0.00,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,0,0,0.00,0.69,3790000,"[28,28,28,0,21,15,21,43,53,21,34,28]",2025-09-05,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums","commercial, navigational",Organic
range rover evowue,68,68,90,25,1.62,https://www.grange.co.uk/land-rover/new-car-stock/range-rover-evoque,0,0,0.00,1,31000000,"[12,12,100,23,17,10,17,7,12,53,23,23]",2025-08-25,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
range rover evowue,21,21,90,25,1.62,https://www.grange.co.uk/land-rover/new-cars/range-rover-evoque,0,0,0.00,1,31000000,"[12,12,100,23,17,10,17,7,12,53,23,23]",2025-08-25,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
aston martin vantage specifications,86,86,90,33,0.00,https://www.grange.co.uk/used-cars/details/aston-martin?regno=MX55NKJ,0,0,0.00,0.5,1450000,"[64,50,14,35,64,50,78,64,100,78,64,64]",2025-11-07,"Sitelinks, Video, Image, Video Carousel, AI overview",informational,Organic
bentayga suv,31,31,90,47,1.09,https://www.grange.co.uk/bentley/new-cars/bentayga,0,0,0.00,0.93,5670000,"[7,17,21,14,17,0,1,1,0,3,17,0]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",transactional,Organic
bentley original country,17,17,90,32,0.00,https://www.grange.co.uk/bentley/heritage,0,0,0.00,0.02,38500000,"[35,35,50,35,35,50,35,50,64,78,78,100]",2025-09-04,"Knowledge panel, Image pack, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
lamborgini prices,12,12,90,32,0.24,https://www.grange.co.uk/lamborghini/new-cars,0,0,0.00,0.67,25300000,"[0,100,1,0,0,0,0,0,0,4,0,3]",2025-08-26,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic
aston martin jobs uk,25,25,90,22,0.00,https://careers.grange.co.uk/vacancies,0,0,0.00,0,8900000,"[100,100,100,78,64,64,50,50,50,50,64,28]",2025-09-06,"Image pack, Sitelinks, Video, Jobs search, Related searches",commercial,Organic
aston martin jobs uk,13,13,90,22,0.00,https://careers.grange.co.uk/aston-martin,0,0,0.00,0,8900000,"[100,100,100,78,64,64,50,50,50,50,64,28]",2025-09-06,"Image pack, Sitelinks, Video, Jobs search, Related searches",commercial,Organic
v12 vantage s for sale,21,21,90,12,0.16,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/v12-vantage-s,0,0,0.00,0.91,89,"[33,33,33,66,52,52,52,14,19,66,19,100]",2025-09-03,"Image pack, Video, Image, Related searches",transactional,Organic
vogue autobiography range rover,32,32,90,9,0.34,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover,0,0,0.00,1,2840000,"[28,0,43,35,35,0,0,7,2,10,28,100]",2025-09-04,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
evougue,48,48,90,14,5.31,https://www.grange.co.uk/land-rover/new-car-stock/range-rover-evoque,0,0,0.00,0.88,73600000,"[1,1,0,1,0,0,3,1,1,66,100,0]",2025-08-20,"Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
grenadier commercial,25,25,90,10,0.18,https://www.grange.co.uk/ineos-grenadier/new-cars/commercial/commercial,0,0,0.00,0.9,2230000,"[52,19,52,100,52,23,23,33,42,33,33,66]",2025-08-16,"Image pack, Video, Related searches",commercial,Organic
grenadier commercial,13,13,90,10,0.18,https://www.grange.co.uk/ineos-grenadier/new-car-stock/commercial,0,0,0.00,0.9,2230000,"[52,19,52,100,52,23,23,33,42,33,33,66]",2025-08-16,"Image pack, Video, Related searches",commercial,Organic
used cars jaguar xe,99,99,90,22,0.42,https://www.grange.co.uk/jaguar/find-a-dealer/jaguar-brentwood?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button,0,0,0.00,0.94,2920000,"[42,66,52,100,66,66,33,33,23,9,9,0]",2025-08-31,"Local pack, Image pack, Sitelinks, Image, Related searches",commercial,Local pack
used cars jaguar xe,78,78,90,22,0.42,https://www.grange.co.uk/jaguar/used-cars/jaguar/xe?branch=jaguar-swindon%3Fintcolour%3Dblack&orderby=4&category=,0,0,0.00,0.94,2920000,"[42,66,52,100,66,66,33,33,23,9,9,0]",2025-08-31,"Local pack, Image pack, Sitelinks, Image, Related searches",commercial,Organic
used cars jaguar xe,19,19,90,22,0.42,https://www.grange.co.uk/jaguar/used-cars/jaguar/xe,0,0,0.00,0.94,2920000,"[42,66,52,100,66,66,33,33,23,9,9,0]",2025-08-31,"Local pack, Image pack, Sitelinks, Image, Related searches",commercial,Organic
discovery used approved,67,67,90,21,1.19,https://www.grange.co.uk/land-rover/used-cars/land-rover/discovery,0,0,0.00,1,227000000,"[50,50,50,64,50,50,78,50,50,78,100,78]",2025-08-21,"Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic
discovery used approved,14,14,90,21,1.19,https://www.grange.co.uk/land-rover/used-cars/land-rover/discovery-sport,0,0,0.00,1,227000000,"[50,50,50,64,50,50,78,50,50,78,100,78]",2025-08-21,"Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic
lambo old model,69,69,90,28,0.00,https://www.grange.co.uk/lamborghini/masterpieces,0,0,0.00,0.3,8150000,"[18,29,18,18,14,14,10,14,18,29,29,29]",2025-09-08,"Image pack, Video, Image, Related searches, Discussions and forums","commercial, informational",Organic
lambo old model,51,51,90,28,0.00,https://www.grange.co.uk/lamborghini/heritage,0,0,0.00,0.3,8150000,"[18,29,18,18,14,14,10,14,18,29,29,29]",2025-09-08,"Image pack, Video, Image, Related searches, Discussions and forums","commercial, informational",Organic
2015 range rover sport for sale,65,65,90,16,0.15,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-sport,0,0,0.00,1,68,"[52,52,29,52,41,64,82,23,23,82,52,29]",2025-08-26,"Image pack, Video, Image, Related searches, AI overview",transactional,Organic
cars for sale hatfield,24,24,90,27,0.41,https://www.grange.co.uk/land-rover/used-cars?branch=land-rover-hatfield,0,0,0.00,0.98,92,"[29,29,41,52,41,23,52,52,52,82,100,41]",2025-08-22,"Local pack, Image pack, Sitelinks, Image, Find results on, Related searches",transactional,Organic
cars for sale hatfield,11,11,90,27,0.41,https://www.grange.co.uk/mclaren/find-a-dealer/mclaren-hatfield,0,0,0.00,0.98,92,"[29,29,41,52,41,23,52,52,52,82,100,41]",2025-08-22,"Local pack, Image pack, Sitelinks, Image, Find results on, Related searches",transactional,Organic
volvo xc90 estate cars,91,91,90,28,1.55,https://www.grange.co.uk/used-cars/volvo/xc90,0,0,0.00,0.99,7560000,"[35,50,50,50,64,50,64,50,50,100,64,78]",2025-09-03,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
facts about a lamborghini,39,39,90,30,0.00,https://www.grange.co.uk/lamborghini/heritage,0,0,0.00,0.01,6770000,"[19,19,34,42,34,26,34,26,11,11,100,15]",2025-08-24,"Knowledge panel, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
land rover approved garage near me,91,91,90,21,1.92,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-barnet,0,0,0.00,0.63,58400000,"[50,64,50,50,64,64,50,78,100,78,64,35]",2025-09-05,"Local pack, People also ask, Related searches",transactional,Organic
land rover approved garage near me,33,33,90,21,1.92,https://www.grange.co.uk/land-rover/servicing,0,0,0.00,0.63,58400000,"[50,64,50,50,64,64,50,78,100,78,64,35]",2025-09-05,"Local pack, People also ask, Related searches",transactional,Organic
second hand renault grand scenic,59,59,90,10,0.20,https://www.grange.co.uk/used-cars/renault/grand-scenic,0,0,0.00,0.45,616000,"[41,41,41,41,41,29,29,41,100,82,82,82]",2025-08-26,"Image, Related searches",commercial,Organic
aston martin db11 black,7,7,90,18,0.00,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,0,0,0.00,0.24,2960000,"[41,41,52,100,64,64,82,100,64,41,41,11]",2025-09-06,"Image pack, Sitelinks, Video, Related searches","commercial, informational",Organic
cost range rover sport,62,62,90,31,5.37,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-sport,0,0,0.00,0.94,72300000,"[0,0,0,12,0,21,21,28,43,43,28,100]",2025-09-03,"Image pack, Sitelinks, Video, Featured snippet, Image, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
cost range rover sport,22,22,90,31,5.37,https://www.grange.co.uk/land-rover/new-cars/range-rover-sport,0,0,0.00,0.94,72300000,"[0,0,0,12,0,21,21,28,43,43,28,100]",2025-09-03,"Image pack, Sitelinks, Video, Featured snippet, Image, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
bobber triumph price,29,29,90,16,0.10,https://www.grange.co.uk/triumph/new-bikes/special-editions/bonneville-bobber-chrome-edition,0,0,0.00,0.26,8500000,"[78,100,64,64,50,35,35,50,50,64,100,64]",2025-08-27,"Image pack, Sitelinks, Video, Related searches","navigational, transactional",Organic
land rover cabrio evoque,36,36,90,22,0.64,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-evoque-convertible,0,0,0.00,0.85,2710000,"[0,0,0,0,0,0,0,28,23,100,82,53]",2025-08-22,"Image pack, Video, Image, Related searches, Discussions and forums",informational,Organic
land rover discovery sport pcp,19,19,90,13,1.29,https://www.grange.co.uk/land-rover/new-cars/discovery-sport,0,0,0.00,1,233000,"[17,17,12,17,23,17,28,28,28,23,28,23]",2025-09-05,"Image pack, Image, Related searches, Discussions and forums",commercial,Organic
discovery se land rover,72,72,90,24,1.71,https://www.grange.co.uk/land-rover/used-cars/land-rover/discovery-sport,0,0,0.00,0.53,36300000,"[64,100,100,64,28,28,50,35,50,64,78,78]",2025-09-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
subaru crossfit,17,17,90,26,0.55,https://www.grange.co.uk/subaru/new-cars/crosstrek,0,0,0.00,0.84,22500000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2025-09-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums","informational, transactional",Organic
independent aston martin specialists,84,84,90,18,1.19,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-hatfield,0,0,0.00,0.32,597000,"[26,7,7,7,42,7,53,80,53,53,65,34]",2025-09-05,"Knowledge panel, Image pack, Sitelinks, Image, Ads bottom, Related searches, Ads middle, AI overview",commercial,Organic
evoqu,55,55,90,20,5.31,https://www.grange.co.uk/land-rover/new-car-stock/range-rover-evoque,0,0,0.00,0.88,79400000,"[0,0,0,0,1,0,3,1,0,66,100,0]",2025-08-20,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
lambo back,17,17,90,38,0.00,https://www.grange.co.uk/lamborghini/heritage,0,0,0.00,0.06,23600000,"[78,64,78,78,50,78,50,21,21,28,100,21]",2025-08-29,"Top stories, Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
lamborghini the best,98,98,90,26,0.00,https://www.grange.co.uk/lamborghini/heritage,0,0,0.00,0.29,116000000,"[19,26,19,19,15,15,15,15,19,100,100,80]",2025-08-25,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
lamborghini the best,35,35,90,26,0.00,https://www.grange.co.uk/lamborghini/masterpieces,0,0,0.00,0.29,116000000,"[19,26,19,19,15,15,15,15,19,100,100,80]",2025-08-25,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
bentley gt continental interior,37,37,90,30,1.27,https://www.grange.co.uk/bentley/new-cars/continental-gt,0,0,0.00,0.27,8350000,"[0,100,0,0,81,65,6,28,21,3,3,3]",2025-09-05,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums",informational,Organic
bentley girl,6,6,90,31,0.00,https://www.grange.co.uk/bentley/the-bentley-girls,3,0.01,0.00,0,89900000,"[2,2,2,2,2,2,1,0,0,0,0,0]",2025-08-20,"Knowledge panel, Related searches",informational,Organic
ionos cars,36,36,90,52,0.92,https://www.grange.co.uk/ineos-grenadier/find-a-dealer/ineos-midlands,0,0,0.00,0.99,279000,"[64,35,100,78,100,64,35,35,100,50,35,50]",2025-09-07,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums",informational,Organic
ionos cars,27,27,90,52,0.92,https://www.grange.co.uk/ineos-grenadier,0,0,0.00,0.99,279000,"[64,35,100,78,100,64,35,35,100,50,35,50]",2025-09-07,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums",informational,Organic
aston martin vanquish 2018 for sale,78,78,90,10,0.00,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vanquish,0,0,0.00,0.64,95,"[18,100,100,100,100,81,45,63,81,100,63,18]",2025-08-26,"Image pack, Image, Related searches","informational, transactional",Organic
old model bentley,87,87,90,22,0.00,https://www.grange.co.uk/bentley/used-cars/bentley,0,0,0.00,0.62,33700000,"[34,42,53,42,26,19,26,26,34,34,65,53]",2025-08-16,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","commercial, informational",Organic
old model bentley,21,21,90,22,0.00,https://www.grange.co.uk/bentley/past-models,0,0,0.00,0.62,33700000,"[34,42,53,42,26,19,26,26,34,34,65,53]",2025-08-16,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","commercial, informational",Organic
lambo facts,9,9,90,37,0.00,https://www.grange.co.uk/lamborghini/heritage,0,0,0.00,0.01,1530000,"[19,19,42,42,34,26,34,26,11,11,100,15]",2025-08-25,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
mclaren technical centre,9,9,90,42,1.86,https://www.grange.co.uk/mclaren/technology-centre,0,0,0.00,0.09,40400000,"[29,9,19,15,15,6,23,4,15,2,2,2]",2025-08-31,"Knowledge panel, Video, Image, Related searches","informational, transactional",Organic
lamborghiniprice,9,9,90,40,0.24,https://www.grange.co.uk/lamborghini/new-cars,0,0,0.00,0.67,148000000,"[0,0,0,0,0,100,0,0,0,0,0,0]",2025-08-19,"Sitelinks, Video, Image, People also ask, Related searches","commercial, navigational",Organic
lambo uros,61,61,90,52,0.18,https://www.grange.co.uk/lamborghini/new-cars/urus,0,0,0.00,0.96,4840000,"[0,0,62,0,0,0,0,0,0,0,0,8]",2025-11-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",navigational,Organic
lambo uros,10,10,90,52,0.18,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,0,0,0.00,0.96,4840000,"[0,0,62,0,0,0,0,0,0,0,0,8]",2025-11-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",navigational,Organic
