Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,grange.co.uk,hrowen.co.uk,grange.co.uk (pages),hrowen.co.uk (pages),Results
cost bentley,Informational,880,24,1.08,0.99,26,6,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/model-range/,10
cupra hatfield,Informational,880,17,1.96,0.85,43,38,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-hatfield,https://www.hrowen.co.uk/location/h-r-owen-hatfield/,58
ferrari jobs,Commercial,880,24,0.00,0.00,87,19,https://careers.grange.co.uk/,https://www.hrowen.co.uk/careers/,216000000
flying spur,Informational,880,45,1.40,0.74,27,10,https://www.grange.co.uk/bentley/new-cars/flying-spur,https://www.hrowen.co.uk/bentley/used-cars/flying-spur/,31300000
how much is a bentley,Informational,880,30,1.07,0.92,51,3,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/model-range/,166000000
how much is a rr,Informational,880,34,0.67,0.56,89,37,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,https://www.hrowen.co.uk/rolls-royce/used-cars/,523000000
lamboghini urus,Navigational,880,53,0.19,0.91,11,5,https://www.grange.co.uk/lamborghini/new-cars/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,29700000
lamborghini aventador lamborghini aventador,"Informational, Transactional",880,51,0.00,0.71,33,11,https://www.grange.co.uk/lamborghini/new-cars/aventador,https://www.hrowen.co.uk/lamborghini/used-cars/,27300000
lamborghini for sale uk,Transactional,880,29,0.13,1.00,22,9,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,24500000
lamborghini pangbourne,Informational,880,29,0.90,0.62,54,2,https://www.grange.co.uk/lamborghini/find-a-dealer/lamborghini-tunbridge-wells,https://www.hrowen.co.uk/lamborghini/location/lamborghini-pangbourne/,7000
lamborghini price uk,Commercial,880,31,0.23,0.75,14,3,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/used-cars/,27400000
lamborghini uk,"Commercial, Navigational",880,34,0.36,0.57,16,2,https://www.grange.co.uk/lamborghini,https://www.hrowen.co.uk/lamborghini/,59800000
newest lamborghini,Navigational,880,55,0.54,0.04,6,3,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,203000000
phantom royce,Informational,880,44,0.63,0.36,19,5,https://www.grange.co.uk/rolls-royce/new-cars/phantom/phantom-ewb,https://www.hrowen.co.uk/rolls-royce/phantom-range/,18200000
roll royce,"Navigational, Transactional",880,77,0.92,0.38,25,6,https://www.grange.co.uk/rolls-royce/new-cars,https://www.hrowen.co.uk/rolls-royce/model-range/,96300000
rolls royce for sale uk,Transactional,880,24,0.23,0.98,33,2,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,https://www.hrowen.co.uk/rolls-royce/used-cars/,18500000
rolls royce prices,Commercial,880,34,0.34,0.39,22,4,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,https://www.hrowen.co.uk/rolls-royce/model-range/,31400000
stratstone careers,Commercial,880,22,0.00,0.00,39,31,https://careers.grange.co.uk/vacancies,https://www.hrowen.co.uk/careers/,45
vantage aston martin v12,"Informational, Transactional",880,34,0.20,0.59,27,34,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/v12-vantage,https://www.hrowen.co.uk/aston-martin/vantage-range/,4930000
who owns bentley motor company,Informational,880,42,1.07,0.01,8,23,https://www.grange.co.uk/bentley/heritage,https://www.hrowen.co.uk/bentley/,87100000
aston martin birmingham,"Informational, Transactional",720,29,1.68,0.08,2,46,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-birmingham,https://www.hrowen.co.uk/aston-martin/,8120000
aston martin db11 price,Commercial,720,20,0.25,0.65,4,18,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,1810000
aston martin dbx for sale,Transactional,720,10,0.17,0.93,7,9,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/dbx,https://www.hrowen.co.uk/aston-martin/dbx-range/dbx/,1450000
bentley continental gt convertible,"Informational, Transactional",720,28,0.34,0.95,33,20,https://www.grange.co.uk/bentley/used-cars/bentley/continental-gt-convertible,https://www.hrowen.co.uk/bentley/continental-gt-range/,7170000
bentley continental gtc,"Navigational, Transactional",720,39,0.98,0.74,14,22,https://www.grange.co.uk/bentley/new-cars/continental-gtc,https://www.hrowen.co.uk/bentley/continental-gtc-range/,3070000
bentley convertible continental,Informational,720,22,0.72,1.00,27,23,https://www.grange.co.uk/bentley/new-cars/continental-gtc,https://www.hrowen.co.uk/bentley/continental-gt-range/,8970000
bentley for sale uk,Transactional,720,29,0.26,1.00,47,3,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,32300000
bentley gt continental,"Informational, Transactional",720,47,0.94,0.91,18,5,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,13000000
bentley gtc for sale,Transactional,720,16,0.34,1.00,41,3,https://www.grange.co.uk/bentley/used-cars/bentley/continental-gtc,https://www.hrowen.co.uk/bentley/used-cars/continental-gt/,93
bentley jeep,"Informational, Transactional",720,36,1.08,0.98,35,8,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/bentayga-range/,86900000
bentley models,Informational,720,48,1.07,0.67,58,4,https://www.grange.co.uk/bentley/past-models,https://www.hrowen.co.uk/bentley/model-range/,202000000
bentley motor cars for sale,Transactional,720,32,0.26,1.00,36,6,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,24200000
bentley motors limited uk,Navigational,720,59,1.07,0.54,33,15,https://www.grange.co.uk/bentley/heritage,https://www.hrowen.co.uk/bentley/,4790000
bentley near me,Transactional,720,37,1.55,0.27,5,11,https://www.grange.co.uk/bentley/find-a-dealer/bentley-chelmsford,https://www.hrowen.co.uk/bentley/locations/,102000000
bently suv,Transactional,720,41,1.09,0.93,53,9,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/bentayga-range/,81300000
car of rolls royce,Navigational,720,37,0.48,0.63,9,3,https://www.grange.co.uk/rolls-royce/new-cars,https://www.hrowen.co.uk/rolls-royce/model-range/,120000000
cars dealerships,Commercial,720,82,0.96,0.38,68,71,https://www.grange.co.uk/,https://www.hrowen.co.uk/,650000000
cost of urus,Commercial,720,28,0.90,0.76,7,5,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,8220000
gt bentley,Informational,720,46,0.00,0.07,9,8,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,57700000
how much are lamborghinis,Informational,720,37,0.29,0.73,29,4,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/used-cars/,25900000
how much bentley cost,Informational,720,28,1.07,0.92,52,4,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/model-range/,62900000
how much is a lamborghini urus,Informational,720,28,0.32,0.72,4,5,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,23300000
lamborghini cost uk,"Commercial, Navigational",720,33,0.23,0.75,11,4,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/used-cars/,16100000
lamborghini hatfield,"Informational, Transactional",720,21,1.12,0.42,19,1,https://www.grange.co.uk/lamborghini,https://www.hrowen.co.uk/lamborghini/location/lamborghini-hatfield/,69
lamborghini lamborghini car,Informational,720,70,0.50,0.71,16,8,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,217000000
lamborghini urus price uk,"Commercial, Navigational",720,28,0.36,0.88,6,3,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,2200000
lamborgini urus,Navigational,720,50,0.20,0.81,10,8,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,18800000
lambourgini,Navigational,720,63,1.16,0.64,23,5,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,228000000
mclaren automotive job,"Commercial, Navigational",720,27,0.70,0.00,21,92,https://careers.grange.co.uk/mclaren,https://www.hrowen.co.uk/careers/,7870000
price of bentley gt,"Commercial, Navigational",720,37,1.44,0.94,8,4,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,22200000
rolls and royce,Informational,720,70,1.00,0.15,20,9,https://www.grange.co.uk/rolls-royce/heritage,https://www.hrowen.co.uk/rolls-royce/model-range/,149000000
rolls royce cullinan black badge,"Informational, Transactional",720,24,0.17,0.57,7,4,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan-black-badge,https://www.hrowen.co.uk/rolls-royce/cullinan-range/black-badge-cullinan/,2600000
rolls royce ghost price,"Commercial, Navigational",720,19,1.34,0.69,4,7,https://www.grange.co.uk/rolls-royce/new-cars/ghost-series-ii/ghost,https://www.hrowen.co.uk/rolls-royce/ghost-range/,5860000
rolls royce wraith for sale,Transactional,720,22,0.05,1.00,52,12,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/wraith,https://www.hrowen.co.uk/rolls-royce/used-cars/,2060000
rr cullinan,"Informational, Transactional",720,47,2.00,0.72,62,19,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan,https://www.hrowen.co.uk/rolls-royce/cullinan-range/cullinan/,1940000
rr phantom price,"Commercial, Navigational",720,38,0.29,0.43,16,3,https://www.grange.co.uk/rolls-royce/new-cars/phantom/phantom-ewb,https://www.hrowen.co.uk/rolls-royce/phantom-range/,13700000
used lamborghini for sale,Transactional,720,26,0.17,0.79,22,2,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,54200000
2nd hand bentley cars for sale,Transactional,590,21,0.35,1.00,10,3,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,9360000
ashton martin,Informational,590,64,0.47,0.52,24,17,https://www.grange.co.uk/aston-martin,https://www.hrowen.co.uk/aston-martin/,45100000
aston martin dealership,"Commercial, Navigational",590,44,1.26,0.66,4,6,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-birmingham,https://www.hrowen.co.uk/aston-martin/,18800000
aston martin in cars,Informational,590,36,0.45,0.72,19,31,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/used-cars/,84000000
aston martin near me,Transactional,590,44,0.93,0.41,5,12,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-hatfield,https://www.hrowen.co.uk/aston-martin/,83000000
bentley approved used,"Commercial, Informational",590,23,0.75,0.87,14,2,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/used-cars/,15600000
bentley cars uk,Navigational,590,42,1.08,0.61,12,4,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/,28500000
bentley flying spur price,"Commercial, Navigational",590,31,1.59,0.90,32,13,https://www.grange.co.uk/bentley/new-cars/flying-spur,https://www.hrowen.co.uk/bentley/used-cars/flying-spur/,3920000
bentley gt car,Informational,590,48,1.38,0.90,70,8,https://www.grange.co.uk/bentley/new-cars/continental-gt/speed-edition-12,https://www.hrowen.co.uk/bentley/continental-gt-range/,42100000
bentley gtc,Navigational,590,49,0.97,0.96,17,4,https://www.grange.co.uk/bentley/used-cars/bentley/continental-gtc,https://www.hrowen.co.uk/bentley/used-cars/continental-gt/,56900000
bentley hatfield,Navigational,590,27,1.68,0.54,12,2,https://www.grange.co.uk/aston-martin/used-cars/bentley?branch=aston-martin-hatfield,https://www.hrowen.co.uk/bentley/location/bentley-hatfield/,1240000
bentley prices,Navigational,590,37,1.07,0.87,23,5,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/model-range/,44700000
bentley sports car,"Informational, Transactional",590,53,1.16,0.87,23,5,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,65200000
bentley united kingdom,Commercial,590,40,1.08,0.61,11,3,https://www.grange.co.uk/bentley/find-a-dealer/bentley-tunbridge-wells,https://www.hrowen.co.uk/bentley/,20500000
bentley used,Commercial,590,27,0.60,0.99,9,5,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,138000000
bentleys for sale,Transactional,590,32,0.26,1.00,53,2,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,1040000
bently car,Navigational,590,51,1.07,0.82,19,14,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/model-range/,180000000
continental gtc bentley,Navigational,590,26,1.07,1.00,11,17,https://www.grange.co.uk/bentley/new-cars/continental-gtc,https://www.hrowen.co.uk/bentley/used-cars/continental-gt/,2370000
cullinan rolls royce,Navigational,590,40,0.25,0.76,39,5,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan,https://www.hrowen.co.uk/rolls-royce/cullinan-range/,9500000
first car lamborghini,Informational,590,42,0.00,0.03,6,72,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/news/1963-2023-60-years-of-colours-from-lamborghini/,76200000
first lamborghini vehicle,Informational,590,38,0.00,0.03,5,94,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/news/1963-2023-60-years-of-colours-from-lamborghini/,41300000
ghost rolls royce cost,Commercial,590,25,1.34,0.69,5,65,https://www.grange.co.uk/rolls-royce/new-cars/ghost-series-ii/ghost,https://www.hrowen.co.uk/rolls-royce/ghost-range/,1420000
how much a bentley car cost,Informational,590,29,1.07,0.92,39,7,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/model-range/,25500000
hwm aston martin walton on thames surrey,Navigational,590,21,0.54,0.55,79,73,https://www.grange.co.uk/aston-martin,https://www.hrowen.co.uk/aston-martin/,30800
lambo car,Navigational,590,38,0.77,0.91,19,31,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/model-range/,10
lambo for sale,Transactional,590,27,0.18,0.99,29,2,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,180000000
lamborghini suv price uk,"Commercial, Navigational",590,34,0.42,0.79,6,4,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,10500000
lamborghini temerario price,Commercial,590,24,0.00,0.18,30,20,https://www.grange.co.uk/lamborghini/new-cars/temerario/temerario,https://www.hrowen.co.uk/lamborghini/temerario-range/,3020000
lamborghinis,Navigational,590,65,1.16,0.64,17,5,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/model-range/,211000000
lamnorgini urus,Navigational,590,60,0.20,0.81,14,10,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,20600000
lancaster sevenoaks aston martin,Informational,590,25,1.17,0.72,47,50,https://www.grange.co.uk/aston-martin,https://www.hrowen.co.uk/aston-martin/,95900
new bentley continental gt,Informational,590,23,1.20,0.20,7,16,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,10
rolls royce cars who owns,Informational,590,33,0.00,0.00,39,15,https://www.grange.co.uk/rolls-royce/heritage,https://www.hrowen.co.uk/rolls-royce/,75600000
rolls royce motor cars london london,Informational,590,44,1.53,0.17,57,2,https://www.grange.co.uk/rolls-royce/heritage,https://www.hrowen.co.uk/rolls-royce/location/rolls-royce-motor-cars-london/,7220000
rolls royce uk,"Commercial, Navigational",590,64,0.82,0.24,23,4,https://www.grange.co.uk/rolls-royce/new-cars,https://www.hrowen.co.uk/rolls-royce/model-range/,52000000
rolls-royce phantom price,"Commercial, Navigational",590,39,0.00,0.00,18,3,https://www.grange.co.uk/rolls-royce/new-cars/phantom/phantom-ewb,https://www.hrowen.co.uk/rolls-royce/phantom-range/,12600000
uk dealerships,Commercial,590,81,0.93,0.75,65,49,https://www.grange.co.uk/,https://www.hrowen.co.uk/,338000000
urus for sale,Transactional,590,16,0.10,1.00,32,3,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,14000000
used lamborghini,Informational,590,37,0.26,0.61,4,3,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,89700000
used rolls royce,Commercial,590,22,0.15,0.84,10,2,https://www.grange.co.uk/rolls-royce,https://www.hrowen.co.uk/rolls-royce/used-cars/,66700000
used rolls royce for sale,Transactional,590,18,0.23,1.00,29,2,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,https://www.hrowen.co.uk/rolls-royce/used-cars/,10
aston dbx,"Informational, Transactional",480,38,0.80,0.85,27,7,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/dbx,https://www.hrowen.co.uk/aston-martin/dbx-range/dbx/,4170000
aston martin car dealers,"Commercial, Navigational",480,42,1.12,0.53,7,3,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-birmingham,https://www.hrowen.co.uk/aston-martin/,29400000
aston martin car showroom,"Commercial, Navigational",480,50,1.12,0.53,3,8,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-hatfield,https://www.hrowen.co.uk/aston-martin/,21700000
aston martin dbx 707 price,Commercial,480,33,0.42,0.80,39,35,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/dbx,https://www.hrowen.co.uk/aston-martin/dbx-range/dbx707-amr23-edition/,495000
